,player_name,position,age,height,weight,rating,value,follower,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,games_played
244,M. Mount,2.0,21.0,178.0,70.0,5.916666666666667,40.5,917086,2.5827,0.889,0.2901,0.0,0.1778,26.6781,2.068,6.9339,0.758,0.0561,0.5334,8.7679,3.7898,1.8528,1.1603,1.2165,1.0574,0.131,0.0,0.0,0.0187,0.0,0.0187,0.0,0.0,1.1603,0.9825,0.1778,0.1965,0.262,106.8667
246,M. Pjanic,2.0,30.0,178.0,72.0,7.222222222222222,52.0,5158815,1.3099,0.3812,0.1369,0.0,0.1857,66.0508,2.1017,7.7028,0.8211,0.2248,1.6813,6.1193,2.6491,0.9091,0.694,0.9873,1.3978,0.2444,0.0098,0.0,0.0196,0.0,0.0293,0.0,0.0,1.1437,1.0362,0.1075,0.303,0.176,102.3
249,M. Rashica,2.0,24.0,177.0,73.0,5.7,28.0,283652,2.7462,1.1359,0.3495,0.0,0.1872,14.9917,1.5229,7.2275,0.5742,0.0624,0.4369,8.7878,3.9695,4.1567,2.0721,1.7975,1.086,0.0374,0.0,0.0,0.0,0.0125,0.0374,0.0,0.0,1.2483,1.0361,0.2122,0.5243,0.3495,80.1111
251,M. Roca,2.0,24.0,184.0,74.0,7.0,16.0,34822,0.8258,0.1927,0.0413,0.0,0.0413,44.2223,0.6744,8.0104,1.4176,0.4267,0.9497,5.6155,2.6839,0.9084,0.6331,0.6331,1.8718,0.2477,0.0138,0.0,0.0,0.0,0.0275,0.0,0.0,1.1286,0.991,0.1376,0.1927,0.4267,72.6556
252,M. Sabitzer,2.0,26.0,177.0,77.0,6.545454545454546,32.0,118351,2.4706,0.8235,0.2549,0.0,0.1863,31.8333,1.6765,7.2843,0.8431,0.049,0.9804,6.5294,3.0882,1.2059,0.6078,1.3039,0.8431,0.2255,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,1.1569,1.0294,0.1275,0.2549,0.1471,102.0
254,M. Sanson,2.0,26.0,180.0,73.0,4.454545454545454,22.5,251099,1.4756,0.4919,0.2208,0.0,0.1004,30.7462,1.1343,5.8521,1.1142,0.0502,1.0038,9.8171,4.4368,2.2385,1.4053,1.8771,1.7466,0.2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2046,1.0439,0.1606,0.5019,0.2509,99.6222
256,M. Sissoko,2.0,31.0,187.0,83.0,5.25,20.0,900662,0.791,0.2147,0.0452,0.0,0.1243,44.678,1.1977,8.6102,1.2316,0.1017,0.7119,8.6215,4.0452,2.339,1.3898,0.5763,1.3559,0.1582,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,1.3333,0.9944,0.339,0.3051,0.4859,88.5
258,M. Vecino,2.0,29.0,187.0,81.0,7.1,18.5,346336,1.8119,0.6471,0.1424,0.0,0.0777,43.7834,0.893,10.1984,1.113,0.22,0.906,9.1501,4.4003,1.0095,0.6601,0.893,1.8378,0.2847,0.0,0.0129,0.0,0.0,0.0129,0.0,0.0,1.2166,1.0095,0.2071,0.2588,0.44,77.2667
259,M. Verratti,2.0,28.0,165.0,60.0,4.384615384615385,60.0,4860797,0.2082,0.0657,0.0329,0.0,0.1424,80.3798,1.26,8.0752,1.5121,0.0877,0.9533,8.1519,4.6129,1.6874,1.3806,2.2571,1.3696,0.3944,0.0219,0.0,0.0,0.0,0.0,0.0,0.0,1.1833,1.0299,0.1534,0.4273,0.2082,91.2667
261,M. de Roon,2.0,29.0,185.0,76.0,5.7272727272727275,19.0,127520,0.7875,0.2035,0.0619,0.0,0.0973,47.1589,0.8405,6.5385,1.1679,0.1681,1.5307,7.2375,3.4949,0.4601,0.3008,0.4866,1.743,0.2743,0.0088,0.0,0.0,0.0088,0.0177,0.0088,0.0,1.1237,1.0175,0.1062,0.1504,0.1416,113.0222
263,M. Ã–zil,2.0,32.0,180.0,76.0,6.545454545454546,17.5,22044600,0.9271,0.3383,0.1503,0.0,0.2255,55.5986,2.9691,10.7238,0.8143,0.0376,0.3383,7.0908,3.2823,1.9669,1.3655,1.1025,0.6765,0.1002,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,1.1651,1.0398,0.1253,0.451,0.238,79.8222
266,N'Golo KantÃ©,2.0,29.0,168.0,68.0,5.571428571428571,80.0,7000127,0.7781,0.1729,0.0778,0.0,0.0519,49.2363,1.2017,8.2651,2.2997,0.1643,1.8847,10.2795,4.8588,1.928,1.3141,0.5014,1.2882,0.1297,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,1.0893,1.0115,0.0778,0.1383,0.121,115.6667
268,N. Amiri,2.0,24.0,180.0,73.0,6.071428571428571,16.0,3211,2.8512,1.1371,0.1358,0.0,0.1697,51.8989,2.8852,17.2091,1.222,0.1358,1.0353,7.8408,3.8525,3.4452,1.9857,2.5797,2.1045,0.1867,0.0,0.017,0.0339,0.0,0.0,0.0,0.0,1.4256,1.0353,0.3903,0.577,0.594,58.9222
269,N. Barella,2.0,23.0,175.0,68.0,5.444444444444445,36.0,467394,1.1914,0.3315,0.1036,0.0,0.0829,37.8877,1.0464,6.009,1.295,0.0725,1.1086,9.8527,5.0248,2.1135,1.3365,1.9685,1.8338,0.3626,0.0311,0.0,0.0104,0.0311,0.0311,0.0104,0.0,1.0775,1.0153,0.0622,0.1865,0.0932,96.5222
272,N. KeÃ¯ta,2.0,25.0,172.0,64.0,6.0,33.5,1508970,2.0514,0.6838,0.2279,0.0,0.1465,52.5217,1.4327,15.3528,1.4001,0.1302,1.3676,15.6621,7.9939,4.4935,2.8491,2.0351,1.7909,0.2279,0.0326,0.0163,0.0,0.0,0.0,0.0,0.0,1.4164,1.0745,0.3419,0.521,0.7001,61.4222
273,N. Maksimovic,2.0,25.0,189.0,78.0,6.8,20.0,17836,0.8731,0.2037,0.0437,0.0,0.0146,15.7737,0.2765,5.3258,1.2369,0.3201,1.8335,5.4131,2.7502,0.5238,0.3201,0.3347,0.5966,0.1601,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,1.0477,1.004,0.0437,0.0728,0.0728,68.7222
277,N. NÃ¡ndez,2.0,25.0,175.0,70.0,6.75,21.0,1097347,0.8775,0.2671,0.1335,0.0,0.0763,29.9491,0.8966,6.028,1.2209,0.0763,0.7058,9.0038,4.4447,2.1937,1.1446,1.9267,1.7359,0.4197,0.0,0.0,0.0191,0.0,0.0,0.0,0.0,1.1827,0.9729,0.2098,0.2289,0.2671,52.4222
281,N. Vlasic,2.0,23.0,178.0,79.0,5.8,17.5,92992,2.9741,1.0139,0.2704,0.0,0.2028,29.9099,2.5854,5.4074,0.8956,0.0676,0.4563,7.3676,3.5486,3.4303,2.3658,1.3181,0.8956,0.1014,0.0169,0.0,0.0,0.0,0.0676,0.0338,0.0,1.0308,1.0139,0.0169,0.169,0.0169,59.1778
285,P. Coutinho,2.0,28.0,172.0,68.0,6.666666666666667,56.0,22332490,3.4761,1.5545,0.4534,0.0,0.2915,47.9633,2.1698,9.8129,0.7125,0.0432,0.5506,9.7481,4.6743,4.3613,2.6772,1.8568,0.7341,0.0324,0.0,0.0,0.0216,0.0,0.054,0.0,0.0,1.371,1.0255,0.3454,0.6369,0.3994,92.6333
289,P. Pogba,2.0,27.0,191.0,84.0,5.833333333333333,80.0,41084974,2.7915,1.0425,0.2548,0.0,0.2896,52.7606,1.7143,9.556,1.1815,0.139,0.6486,14.0965,7.2626,3.0811,2.0965,2.0502,1.6564,0.1506,0.0116,0.0116,0.0232,0.0,0.0927,0.0232,0.0,1.1004,1.0077,0.0927,0.1622,0.1274,86.3333
290,P. Zielinski,2.0,26.0,177.0,64.0,7.0,32.0,521490,2.1496,0.6661,0.1615,0.0,0.0908,52.6497,1.645,9.4158,0.6055,0.1211,0.7165,6.1157,3.1487,2.2505,1.4936,1.3725,0.7266,0.1514,0.0,0.0,0.0101,0.0101,0.0,0.0,0.0,1.322,0.9486,0.3734,0.3028,0.434,99.0889
291,Pizzi,2.0,31.0,177.0,71.0,5.083333333333333,21.5,540211,1.7193,0.7916,0.366,0.0,0.3149,46.4895,2.5109,5.5409,0.7745,0.0766,0.4937,6.0601,2.8343,1.7704,0.9448,1.498,0.8767,0.1447,0.0,0.0,0.034,0.0,0.0936,0.034,0.0,1.1405,1.0639,0.0766,0.5618,0.1021,117.4889
292,R. Bentancur,2.0,23.0,187.0,72.0,7.111111111111111,40.0,1353548,0.8102,0.1488,0.0496,0.0,0.1488,53.0608,1.2236,12.8477,1.7196,0.248,1.6535,7.573,3.9023,1.7858,1.1574,1.0748,2.0669,0.3638,0.0165,0.0,0.0165,0.0,0.0,0.0,0.0,1.5543,0.9425,0.6118,0.1819,1.1078,60.4778
296,R. Freuler,2.0,28.0,181.0,77.0,5.5,20.0,62171,0.915,0.2903,0.0968,0.0,0.1056,48.8094,1.1261,6.1408,0.9853,0.2463,0.9765,8.6217,4.6276,1.2317,0.739,1.5572,1.2405,0.1496,0.0,0.0088,0.0088,0.0,0.0,0.0,0.0,1.0733,1.0293,0.044,0.2375,0.1496,113.6667
304,R. Neves,2.0,23.0,180.0,80.0,6.125,40.0,413959,2.152,0.4986,0.1312,0.0,0.0612,49.1203,0.7873,4.9427,1.3559,0.2274,1.8371,8.0307,3.8404,0.7786,0.5861,0.5686,0.936,0.2537,0.0087,0.0,0.0,0.0,0.0175,0.0175,0.0,1.0935,1.0323,0.0612,0.2274,0.1225,114.3111
307,R. Sessegnon,2.0,20.0,178.0,70.0,6.777777777777778,31.5,316846,1.1617,0.4928,0.2229,0.0,0.176,24.5359,1.2438,7.8383,0.5398,0.0352,0.5984,9.927,3.9309,2.4289,1.2438,0.5984,0.7744,0.0469,0.0,0.0,0.0,0.0352,0.0,0.0,0.0,1.1969,1.0091,0.1877,0.1995,0.2934,85.2222
308,R. Silva,2.0,27.0,172.0,63.0,4.454545454545454,24.0,44300,2.1296,0.9218,0.4609,0.0,0.1589,21.9795,1.3986,9.1224,1.1602,0.0477,0.7311,9.8852,4.8949,4.3387,2.4951,2.0502,1.3668,0.1907,0.0159,0.0,0.0159,0.0159,0.0,0.0,0.0,1.3827,0.9695,0.4132,0.4768,0.6357,62.9222
313,Rodri_city,2.0,24.0,191.0,82.0,6.5,64.0,11905800,0.9221,0.2758,0.0689,0.0,0.0517,69.4801,0.8187,8.4976,1.491,0.2327,1.3358,11.4795,6.7222,1.0256,0.8618,1.0773,1.8098,0.2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1462,1.0083,0.1379,0.1896,0.2068,116.0333
316,S. Berge,2.0,22.0,195.0,96.0,2.6363636363636362,20.0,60393,0.1828,0.0731,0.0731,0.0,0.0122,7.5203,0.1341,4.0222,0.3169,0.0731,0.2316,0.9507,0.6338,0.3169,0.256,0.0609,0.1219,0.1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1213,0.9995,0.1219,0.1828,0.1585,82.0444
318,S. Busquets,2.0,32.0,189.0,76.0,6.3,28.0,2979400,0.246,0.082,0.0246,0.0,0.0656,72.3624,0.7462,6.5762,1.312,0.1394,1.6153,8.6507,5.0592,0.7052,0.5986,1.6235,1.2956,0.3116,0.0,0.0,0.0082,0.0082,0.0,0.0,0.0,1.1152,1.0168,0.0984,0.3034,0.1558,121.9556
319,S. Chukwueze,2.0,21.0,172.0,70.0,5.0,27.0,274,2.0495,0.7525,0.2562,0.0,0.0801,15.5791,1.2329,5.9242,0.5444,0.064,0.2562,5.3478,2.4017,3.3304,1.9854,0.9287,0.5924,0.0961,0.0,0.0,0.032,0.0,0.0,0.0,0.0,1.409,0.9447,0.4643,0.3843,0.5764,62.4556
320,S. Gnabry,2.0,25.0,175.0,75.0,5.833333333333333,72.0,1641709,3.261,1.4687,0.5227,0.0,0.2738,29.8963,1.6678,10.3305,1.0579,0.0373,0.5725,8.252,3.4601,4.4558,2.1906,0.9086,0.9708,0.0249,0.0,0.0,0.0373,0.0,0.0,0.0124,0.0,1.3567,1.0704,0.2863,0.7219,0.3361,80.3444
322,S. Longstaff,2.0,23.0,181.0,65.0,5.111111111111111,17.5,57331,0.6124,0.175,0.1604,0.0,0.0292,15.4277,0.3937,7.9326,0.9041,0.1604,0.5979,4.3017,2.1436,0.5104,0.2916,0.7291,0.4666,0.1021,0.0,0.0146,0.0146,0.0,0.0,0.0,0.0,1.2103,0.9916,0.2187,0.3791,0.3937,68.5778
324,S. McTominay,2.0,24.0,193.0,88.0,5.5,22.5,1324103,1.2459,0.3757,0.1384,0.0,0.0198,41.4304,0.6131,18.174,1.4634,0.2373,1.6612,7.2577,3.9947,1.4832,1.0086,2.3533,1.503,0.1582,0.0,0.0,0.0198,0.0,0.0,0.0,0.0,1.4634,0.9888,0.4746,0.178,1.0481,50.5667
325,S. Milinkovic-Savic,2.0,25.0,191.0,76.0,7.0,64.0,470134,2.6927,0.8976,0.2537,0.0,0.1463,41.9024,1.7268,6.5756,0.8195,0.1561,1.0732,12.8195,6.0683,2.478,1.5317,1.4732,2.078,0.2829,0.0,0.0098,0.0293,0.0293,0.0,0.0098,0.0,1.1512,1.0439,0.1073,0.3024,0.1463,102.5
328,S. Serdar,2.0,23.0,184.0,75.0,7.0,20.0,56937,1.8069,0.6324,0.1807,0.0,0.0151,20.1021,0.8733,7.9655,1.5961,0.1958,1.2046,11.3836,5.481,3.5084,2.1231,1.566,1.8672,0.1656,0.0151,0.0151,0.0,0.0,0.0,0.0,0.0,1.2799,0.9788,0.3012,0.4066,0.4066,66.4111
329,S. Tonali,2.0,20.0,173.0,0.0,1.1666666666666667,31.5,182918,0.2579,0.0679,0.0814,0.0,0.0679,9.1344,0.6515,0.9908,0.3257,0.1764,0.2986,0.0,0.0,0.5293,0.4208,0.6922,0.3122,0.285,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,1.0451,1.0044,0.0407,0.1357,0.095,73.6778
332,S. Ã‘Ã­guez,2.0,26.0,184.0,76.0,6.666666666666667,72.0,1268307,1.5175,0.4367,0.1332,0.0,0.0444,37.4198,0.6662,6.6697,1.3695,0.2147,1.4657,10.9409,5.7,1.8802,1.1696,0.8883,1.6508,0.2517,0.0,0.0,0.0074,0.0148,0.0,0.0074,0.0,1.0364,0.9919,0.0444,0.0592,0.0518,135.0889
333,Suso,2.0,27.0,177.0,70.0,6.0,17.5,1026005,2.6259,1.0115,0.1751,0.0,0.214,34.9146,2.6064,7.6054,0.3112,0.0195,0.4766,8.364,4.1625,3.3553,2.1007,2.1007,0.8558,0.1362,0.0097,0.0097,0.0,0.0,0.0,0.0,0.0,1.1379,1.0115,0.1264,0.389,0.2334,102.8222
337,T. Bakayoko,2.0,26.0,185.0,77.0,6.538461538461538,25.5,1136691,1.3459,0.2868,0.0552,0.0,0.0662,44.316,0.8164,11.4182,2.0299,0.2206,1.7872,13.1282,7.2702,2.758,1.8865,2.2616,1.8313,0.2096,0.0221,0.011,0.0,0.0,0.0,0.0,0.0,1.1804,1.015,0.1655,0.1434,0.3089,90.6444
338,T. Cantwell,2.0,22.0,177.0,70.0,3.0,20.0,116879,1.1163,0.3843,0.1647,0.0,0.0732,25.4372,1.0065,5.6364,1.0797,0.0549,0.6039,9.7723,4.6116,2.2509,1.3176,1.9215,0.7137,0.183,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,1.2627,1.0248,0.2379,0.5856,0.6588,54.6444
341,T. Davies,2.0,22.0,180.0,70.0,6.2,16.0,122000,0.8596,0.2407,0.0688,0.0,0.0516,30.9799,0.4986,12.4126,1.4269,0.1547,1.2378,11.6046,5.0888,1.4613,1.0143,1.7536,1.6848,0.3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4613,0.9628,0.4986,0.3095,1.0315,58.1667
342,T. Delaney,2.0,29.0,182.0,71.0,5.444444444444445,17.5,146261,1.2469,0.3457,0.0741,0.0,0.1358,41.1975,0.6667,6.963,1.1481,0.2346,1.9136,11.0864,6.2222,0.5556,0.2963,1.5309,2.0741,0.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1235,1.0494,0.0741,0.2593,0.1975,81.0
346,T. Kroos,2.0,30.0,183.0,76.0,6.416666666666667,48.0,24579903,1.5044,0.5142,0.1047,0.0,0.2095,73.813,2.5804,8.8457,1.0664,0.0571,0.7046,6.1035,3.5802,0.857,0.6856,1.6854,0.857,0.0952,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,1.1045,1.0284,0.0762,0.2571,0.1619,105.0222
347,T. Lemar,2.0,25.0,171.0,63.0,4.666666666666667,24.0,953000,1.3993,0.4478,0.0979,0.0,0.1959,35.527,1.7351,9.0672,0.5597,0.056,0.7976,9.277,4.4216,3.4981,2.0709,1.3993,0.6716,0.1119,0.0,0.0,0.028,0.0,0.0,0.0,0.0,1.4552,1.0354,0.4198,0.5877,0.5177,71.4667
352,Thiago AlcÃ¢ntara,2.0,29.0,174.0,70.0,6.9,48.0,5049274,1.1021,0.3857,0.1323,0.0,0.1323,79.9155,1.4769,8.817,1.8075,0.0882,2.083,9.1036,5.2572,2.8876,2.2814,1.0801,1.532,0.2425,0.0,0.0,0.022,0.011,0.0,0.0,0.0,1.2013,0.9699,0.2314,0.2314,0.2755,90.7333
353,Thomas Partey,2.0,27.0,185.0,77.0,7.090909090909091,40.0,7411513,1.245,0.2755,0.1123,0.0,0.0816,48.2402,0.847,9.3378,1.5002,0.1633,1.8369,8.8581,5.1741,1.9696,1.6635,1.0818,1.4185,0.296,0.0102,0.0,0.0,0.0102,0.0,0.0,0.0,1.2757,1.0103,0.2653,0.3062,0.3776,97.9889
357,V. Rongier,2.0,26.0,172.0,66.0,4.1,16.0,170526,1.8926,0.4423,0.0617,0.0,0.1234,51.2126,1.7383,5.2251,2.2731,0.1646,1.4194,7.1589,3.4251,1.6869,1.2549,0.864,1.584,0.0823,0.0,0.0,0.0,0.0,0.0103,0.0309,0.0,1.1211,1.0183,0.1029,0.2571,0.1337,97.2222
359,W. Barrios,2.0,27.0,178.0,74.0,6.0,16.0,820996,0.311,0.0444,0.0444,0.0,0.0,42.0829,0.2962,7.3445,1.614,0.4146,2.0731,8.6772,4.9753,1.2734,0.8736,2.1323,1.5548,0.3702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0365,1.0217,0.0148,0.1037,0.0296,67.5333
362,W. McKennie,2.0,22.0,185.0,84.0,7.0,20.0,152427,1.1419,0.3217,0.0643,0.0,0.0965,28.4346,0.7881,8.1058,0.8685,0.3377,1.9299,10.2287,4.9535,1.4957,0.7559,0.6916,1.8978,0.2573,0.0,0.0,0.0161,0.0161,0.0,0.0,0.0,1.3831,0.9811,0.4021,0.3538,0.5147,62.1778
363,W. Ndidi,2.0,24.0,183.0,74.0,7.125,36.0,529117,1.2701,0.22,0.05,0.0,0.05,42.6547,0.5701,6.2107,3.8404,0.25,2.1702,15.6217,8.781,1.2401,0.9101,0.7401,1.5102,0.19,0.02,0.0,0.01,0.01,0.0,0.0,0.0,1.0701,1.0001,0.07,0.1,0.1,99.9889
370,Y. Tielemans,2.0,23.0,176.0,72.0,4.384615384615385,44.0,282254,1.6977,0.6011,0.1476,0.0,0.1371,38.4359,1.1705,6.6011,1.0018,0.1371,0.9807,9.6907,4.9139,1.5079,0.8858,1.4341,1.2232,0.1582,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,1.2021,1.0334,0.1687,0.3058,0.2636,94.8333
