,const,position,age,height,weight,rating,follower,shots_on,goals_total,goals_assists,passes_key,tackles_blocks,tackles_interceptions,duels_won,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,games_played
34,1.0,4.0,26.0,186.0,78.0,6.857142857142858,291718,0.3239082,0.056080700000000004,0.0197974,0.36567720000000004,0.008592800000000001,0.1376716,1.5399856,0.6129648,0.6583299,0.48624039999999996,0.0473538,0.0,0.0,108.5333
49,1.0,3.0,26.0,190.0,96.0,6.416666666666668,1500587,0.06053990000000001,0.0218152,0.016348,0.0538206,0.1254938,0.4333334,1.5950525999999998,0.1547425,0.13970680000000002,0.19653550000000003,0.0307793,0.0023766000000000004,0.0,98.4
2,1.0,3.0,22.0,179.0,65.0,7.111111111111112,3118407,0.1311091,0.0990528,0.1273536,0.3364946,0.018453600000000004,0.258397,1.0520766,0.690466,0.3476127,0.1599545,0.0246048,0.0,0.0,75.7444
85,1.0,4.0,23.0,190.0,80.0,5.6,1691131,0.5281794,0.0964989,0.021658999999999998,0.3243996,0.07191800000000001,0.087329,2.0427892,0.3410316,0.6474021000000001,0.4161904,0.025685000000000003,0.0,0.0,90.8889
84,1.0,3.0,29.0,187.0,81.0,6.2727272727272725,300512,0.0233686,0.0075576,0.0151152,0.037403000000000006,0.0888196,0.3618956,0.8300079,0.037403000000000006,0.0921282,0.2072768,0.0526347,0.009879200000000001,0.0,70.8222
39,1.0,3.0,22.0,178.0,70.0,4.666666666666667,1673,0.046704100000000005,0.034893600000000004,0.011631200000000001,0.07904280000000001,0.08854000000000001,0.2150124,0.9210594,0.1078067,0.0860003,0.1290121,0.027820200000000003,0.0025397,0.0,92.1111
31,1.0,2.0,29.0,176.0,74.0,6.538461538461537,42457,0.032679299999999994,0.00399,0.0080085,0.16342559999999998,0.07580999999999999,0.71187,1.2706838,0.33913139999999997,0.37068,0.38751,0.08847,0.0042,0.0,71.2222
45,1.0,4.0,23.0,187.0,83.0,3.7857142857142856,390778,0.44335620000000003,0.0850429,0.0132818,0.2805894,0.013869900000000001,0.1525222,0.9455842,0.2581362,0.6933549,0.5338744000000001,0.034651400000000006,0.0,0.0,67.3556
145,1.0,2.0,27.0,185.0,77.0,7.090909090909091,7411513,0.0801705,0.0320055,0.023256,0.24647699999999997,0.04899,0.55107,1.6091451,0.48407849999999997,0.32454,0.42555000000000004,0.0888,0.0030600000000000002,0.0,97.9889
25,1.0,2.0,24.0,191.0,80.0,6.0,65712,0.08965709999999999,0.030381,0.010117499999999998,0.16895459999999998,0.08532,0.4692,1.0170010999999999,0.3999504,0.2346,0.45852,0.10308,0.0,0.0,84.4
29,1.0,3.0,25.0,178.0,74.0,5.0,3075710,0.0626583,0.028997600000000002,0.0797032,0.2640387,0.0503979,0.22051120000000002,1.0978599,0.3311655,0.0630032,0.23626200000000003,0.0409614,0.0,0.0,73.9667
73,1.0,3.0,25.0,195.0,97.0,6.2,625272,0.06411470000000001,0.0259424,0.0129712,0.0721249,0.0761677,0.30751340000000005,0.9942338999999999,0.040084100000000004,0.078987,0.14669680000000002,0.0140965,0.0,0.0028193000000000003,82.5889
25,1.0,3.0,31.0,190.0,83.0,4.666666666666667,561000,0.10108740000000001,0.048508,0.0181704,0.0449167,0.0606266,0.498154,1.7309481,0.09734709999999999,0.17395780000000002,0.2635696,0.0579937,0.0052658,0.0026329,88.4
13,1.0,3.0,21.0,184.0,68.0,4.363636363636363,408100,0.047001999999999995,0.022833600000000003,0.022833600000000003,0.1128379,0.0992813,0.3607539,1.1147369999999999,0.1645732,0.26478120000000005,0.2382891,0.0595781,0.0033086000000000005,0.006617200000000001,70.4
39,1.0,2.0,23.0,180.0,74.0,4.454545454545454,7020902,0.0549117,0.016131,0.0349695,0.3184995,0.05094,0.35945999999999995,1.2969322,0.568323,0.34815,0.1755,0.02265,0.00282,0.0,105.9889
90,1.0,4.0,29.0,189.0,93.0,6.142857142857142,117844,0.3799656,0.0877637,0.0197437,0.4633524,0.0400686,0.0400686,1.17344,0.2085048,0.5896342,0.53238,0.0801372,0.0,0.0057441,81.5778
46,1.0,4.0,22.0,178.0,73.0,4.875,40807990,0.628236,0.148749,0.0512298,0.5270454,0.0,0.0776154,0.8197482,0.7678692,0.42688470000000006,0.202678,0.0517436,0.0,0.0129359,108.3
45,1.0,3.0,29.0,189.0,83.0,5.5,602431,0.0557073,0.05306400000000001,0.005306400000000001,0.039322800000000005,0.1361186,0.3345414,0.9360881999999999,0.039322800000000005,0.1338119,0.20072950000000003,0.029987100000000003,0.0,0.0,100.9889
46,1.0,2.0,31.0,186.0,79.0,6.4,232800,0.21825,0.0681435,0.043377,0.5693415,0.039119999999999995,0.30978,1.1865272,0.24670979999999998,0.25761,0.3,0.03261,0.0,0.0,92.0
16,1.0,2.0,23.0,180.0,76.0,7.0,160657,0.1582749,0.0243105,0.039500999999999994,0.3227481,0.048,0.12797999999999998,1.2105986,0.2606778,0.50232,0.47031,0.07038,0.0,0.0,93.7667
73,1.0,4.0,32.0,184.0,80.0,6.8,17410571,0.7600824,0.1728245,0.0257044,0.437346,0.003736,0.1080638,1.4014115999999999,0.4735584,0.6819134,0.5105244,0.059635900000000006,0.0,0.0,125.3222
143,1.0,2.0,25.0,171.0,63.0,4.666666666666667,953000,0.13030979999999998,0.0279015,0.05583149999999999,0.5049141,0.0168,0.23928,1.3751175999999998,0.6026319,0.41979,0.20148,0.033569999999999996,0.0,0.0,71.4667
146,1.0,2.0,26.0,172.0,66.0,4.1,170526,0.1287093,0.0175845,0.035169,0.5058452999999999,0.04938,0.42582,1.0652061,0.36517589999999994,0.25920000000000004,0.4752,0.02469,0.0,0.0,97.2222
80,1.0,3.0,21.0,183.0,82.0,6.2857142857142865,574586,0.10052470000000001,0.0428264,0.0514024,0.5501882,0.0819228,0.22717500000000002,1.8354225,0.4549595,0.3239865,0.2532244,0.029800700000000006,0.0,0.0,62.5667
46,1.0,3.0,23.0,178.0,70.0,3.0625,587798,0.0141337,0.028622400000000003,0.028622400000000003,0.134386,0.0074792999999999995,0.11202640000000001,0.2913345,0.12730260000000002,0.0522852,0.054755,0.0199215,0.0,0.0,93.6
29,1.0,4.0,23.0,175.0,73.0,6.666666666666668,14298157,0.6929874,0.12941699999999998,0.0392905,0.5514642000000001,0.0180729,0.2291102,1.7741331999999999,0.6051402,0.6029437,0.5547026,0.066314,0.0,0.0,77.4556
33,1.0,2.0,24.0,183.0,74.0,7.0,518657,0.11660369999999999,0.033003,0.022828499999999998,0.3446313,0.04008,0.23507999999999998,1.1548363,0.33168179999999997,0.30185999999999996,0.46214999999999995,0.06677999999999999,0.0,0.0,112.3
141,1.0,2.0,29.0,182.0,71.0,5.4444444444444455,146261,0.1005987,0.0211185,0.038703,0.19400969999999998,0.07038,0.5740799999999999,1.9351042,0.0862233,0.45926999999999996,0.62223,0.07778999999999998,0.0,0.0,81.0
27,1.0,4.0,26.0,177.0,73.0,5.0,1974850,0.3705534,0.0562776,0.033115,0.6082398,0.0,0.37140510000000004,1.6420439999999998,0.9228491999999999,0.3627656,0.3800446,0.051837,0.0,0.0,54.0667
27,1.0,2.0,26.0,184.0,82.0,4.6923076923076925,2823284,0.11092919999999999,0.048278999999999996,0.020120999999999997,0.238329,0.07626,0.36851999999999996,1.8399382,0.34925819999999996,0.38123999999999997,0.49982999999999994,0.11435999999999999,0.0,0.004229999999999999,70.8222
34,1.0,2.0,28.0,184.0,82.0,7.333333333333332,148036,0.25782599999999994,0.0703095,0.09268199999999999,0.7114659,0.03027,0.22205999999999998,1.0010157,0.5841824999999999,0.32298,0.30617999999999995,0.047099999999999996,0.0,0.0033599999999999997,89.1667
78,1.0,2.0,21.0,188.0,83.0,6.4,767485,0.26964059999999995,0.108414,0.058367999999999996,0.4484601,0.01464,0.13460999999999998,1.3468788,0.42291029999999996,0.46232999999999996,0.28092,0.02634,0.0,0.0,102.5222
65,1.0,3.0,21.0,180.0,70.0,3.727272727272727,36511,0.0131407,0.014204,0.0070752,0.070172,0.05247160000000001,0.4351974,0.9954458999999999,0.0833127,0.1790139,0.17593830000000002,0.021599100000000003,0.0,0.0,75.4889
72,1.0,3.0,27.0,177.0,67.0,6.363636363636362,3011108,0.027671599999999998,0.006378400000000001,0.0383776,0.1936019,0.038934300000000005,0.2725634,1.4105256,0.5689228000000001,0.3420906,0.3142704,0.047275700000000004,0.0,0.0,83.7778
115,1.0,2.0,25.0,175.0,70.0,6.75,1097347,0.07772609999999999,0.0380475,0.0217455,0.2609106,0.02289,0.21173999999999998,1.3823017,0.3330786,0.57801,0.52077,0.12591,0.0,0.0,52.4222
23,1.0,2.0,26.0,181.0,78.0,6.0,107659,0.09838709999999999,0.013281,0.029896499999999996,0.3019416,0.02097,0.34275,1.4937641,0.38336339999999997,0.31128,0.25529999999999997,0.04548,0.0,0.0,85.7778
35,1.0,4.0,24.0,175.0,72.0,3.5,55040,0.316008,0.0424946,0.029552899999999997,0.5696082,0.024097200000000003,0.3663148,1.1951718,0.5110938,0.7856341,0.3470277,0.0289073,0.0,0.0,96.8889
147,1.0,2.0,27.0,178.0,74.0,6.0,820996,0.0129204,0.012654,0.0,0.0861942,0.12438,0.62193,1.5473183,0.2542176,0.63969,0.46643999999999997,0.11105999999999999,0.0,0.0,67.5333
86,1.0,3.0,28.0,189.0,78.0,5.25,554634,0.057527800000000004,0.0539216,0.029426400000000002,0.0756997,0.1257501,0.3687225,0.6568737,0.06964240000000001,0.0767269,0.1342779,0.0234398,0.0,0.0,109.3222
76,1.0,2.0,29.0,181.0,68.0,7.083333333333332,11099793,0.2867514,0.0789735,0.14335499999999998,1.0095953999999998,0.027719999999999998,0.23403,1.471652,0.5406489,0.3264,0.27404999999999996,0.03387,0.0,0.0,97.4222
4,1.0,2.0,23.0,180.0,67.0,6.7142857142857135,1019540,0.1560633,0.04542899999999999,0.037192499999999996,0.49772639999999996,0.00435,0.18264,1.6138412,0.7170821999999999,1.06104,0.27831,0.03915,0.0,0.0,68.9889
44,1.0,4.0,21.0,173.0,68.0,2.0,197203,0.0067662,0.035334599999999994,0.0,0.067851,0.0083593,0.0586552,0.069287,0.14246820000000002,0.0251246,0.0921858,0.0754205,0.0083593,0.0,55.7111
40,1.0,2.0,27.0,188.0,78.0,5.307692307692308,1820950,0.051507,0.0280155,0.019607999999999997,0.22322609999999998,0.04130999999999999,0.37766999999999995,2.076858,0.1917399,0.42485999999999996,0.44553000000000004,0.08556,0.0,0.0,101.6778
34,1.0,3.0,27.0,173.0,62.0,4.9,524771,0.102941,0.06898320000000001,0.1264424,0.5679629,0.0149819,0.34982620000000003,1.3712870999999998,0.7667615,0.4547927,0.3123598,0.05247160000000001,0.0049862,0.0024931,93.2444
62,1.0,2.0,23.0,172.0,68.0,3.5,1287,0.15207659999999998,0.0586815,0.027075,0.32260259999999996,0.0,0.07602,1.4578747,1.3318488,0.49409999999999993,0.11876999999999999,0.0,0.0,0.0,63.1444
16,1.0,3.0,25.0,186.0,81.0,7.0,1835812,0.0553763,0.0403608,0.0089512,0.0387601,0.0974639,0.2592824,1.1788215,0.09969720000000001,0.17349180000000003,0.3021544,0.058483,0.0038911,0.0019572,119.5222
142,1.0,2.0,30.0,183.0,76.0,6.416666666666668,24579903,0.1496322,0.029839499999999998,0.05970749999999999,0.7508963999999999,0.01713,0.21137999999999998,1.1134422,0.19950959999999998,0.50562,0.2571,0.028560000000000002,0.0,0.0,105.0222
45,1.0,2.0,24.0,177.0,68.0,5.8181818181818175,1173967,0.23099579999999997,0.08227949999999999,0.0342855,0.35699879999999995,0.025259999999999998,0.20568,1.7505568,0.640491,0.6530699999999999,0.37887,0.07937999999999999,0.0036,0.0,83.1444
18,1.0,4.0,21.0,0.0,0.0,3.0,13330,0.1253826,0.0174704,0.0349229,0.5163479999999999,0.054685700000000004,0.3280675,1.8831395999999998,0.7081452,0.33717400000000003,0.3280675,0.054685700000000004,0.0,0.0,51.2444
29,1.0,2.0,29.0,179.0,78.0,5.909090909090909,122997,0.2534901,0.10114649999999999,0.06896999999999999,0.6713079,0.00969,0.1113,1.1689557000000002,0.568032,0.44522999999999996,0.23714999999999997,0.00483,0.0,0.00483,61.9889
79,1.0,4.0,23.0,179.0,71.0,6.888888888888888,2605823,0.323757,0.057960199999999996,0.016826,0.3435264,0.029280900000000006,0.2682915,2.298244,0.5685876,1.1658655000000002,0.4878282,0.0731789,0.0,0.0048568,95.7333
116,1.0,2.0,23.0,178.0,79.0,5.8,92992,0.2950449,0.07706399999999998,0.057797999999999995,0.7523513999999999,0.020279999999999996,0.13688999999999998,1.1036146,0.6884477999999999,0.39543,0.26868,0.03042,0.005069999999999999,0.0,59.1778
71,1.0,4.0,29.0,181.0,76.0,6.0769230769230775,13194716,0.45284399999999997,0.0779724,0.050979199999999995,0.6491772,0.0273662,0.1682134,1.8141228,0.6555276,0.2660499,0.590755,0.011721700000000002,0.0,0.0,119.3667
94,1.0,3.0,29.0,193.0,92.0,5.133333333333334,9310129,0.11320200000000001,0.0541896,0.020850399999999998,0.0849015,0.0833208,0.271678,1.8041831999999998,0.0385946,0.1630068,0.1050597,0.0144926,0.0,0.0,128.6444
119,1.0,2.0,26.0,177.0,64.0,7.0,521490,0.19383509999999998,0.0460275,0.025877999999999998,0.478695,0.03633,0.21495,0.9792457,0.43463759999999996,0.41175,0.21798,0.04542,0.0,0.0,99.0889
137,1.0,2.0,27.0,177.0,70.0,6.0,1026005,0.2943465,0.049903499999999996,0.060989999999999996,0.7584623999999999,0.00585,0.14298,1.2945375,0.6113036999999999,0.6302099999999999,0.25673999999999997,0.040859999999999994,0.00291,0.00291,102.8222
69,1.0,3.0,24.0,189.0,78.0,6.0,56757,0.038396,0.031088,0.015544,0.08635790000000002,0.07430370000000001,0.394003,1.1506425,0.1599061,0.1576012,0.1305732,0.027028,0.0,0.0,103.4889
22,1.0,2.0,29.0,188.0,83.0,4.2,343156,0.0808689,0.022172999999999995,0.015846,0.10999799999999997,0.04667999999999999,0.35351999999999995,1.3172094,0.1617378,0.35351999999999995,0.34017,0.056699999999999987,0.0,0.0,89.9556
83,1.0,4.0,26.0,190.0,82.0,5.181818181818182,123480,0.3595914,0.0792075,0.0376258,0.47669580000000006,0.0361458,0.1859594,4.0051746,0.3554334,0.8523684,0.831727,0.0465132,0.0,0.0,90.4
148,1.0,2.0,22.0,185.0,84.0,7.0,152427,0.0936147,0.018325499999999998,0.0275025,0.2293371,0.10131,0.57897,1.5405385,0.2199669,0.20748,0.56934,0.07719,0.0,0.0,62.1778
23,1.0,3.0,25.0,180.0,73.0,3.5,1135175,0.058355300000000006,0.0189208,0.050384000000000005,0.37737309999999996,0.032853,0.2629172,1.5349979999999999,0.6147001,0.3532979,0.24374130000000002,0.032853,0.0027494,0.0,85.0778
78,1.0,3.0,26.0,183.0,76.0,6.222222222222222,66299,0.12174180000000001,0.09492560000000001,0.06571360000000001,0.3111069,0.0349034,0.3205614,1.1556723,0.202903,0.2824892,0.2443937,0.028565800000000002,0.0,0.0,73.4111
128,1.0,2.0,32.0,189.0,76.0,6.3,2979400,0.023861999999999994,0.007011,0.018696,0.21714419999999998,0.041819999999999996,0.48458999999999997,1.5734112,0.1741926,0.48705,0.38868,0.09348,0.0,0.0,121.9556
15,1.0,3.0,31.0,178.0,76.0,6.538461538461537,896732,0.05143740000000001,0.030284000000000002,0.0643736,0.2735053,0.11188660000000002,0.36201210000000006,1.3973148,0.0701389,0.09709110000000001,0.21554830000000003,0.0181041,0.0,0.0,141.6
55,1.0,2.0,23.0,175.0,70.0,4.2,1703476,0.0197298,0.006440999999999999,0.019322999999999996,0.1742799,0.04746,0.30506999999999995,0.8504295000000001,0.39785519999999996,0.2712,0.2712,0.07119,0.0,0.0,88.5
62,1.0,3.0,29.0,186.0,82.0,6.4,43758,0.1245222,0.056708800000000004,0.0819008,0.5291697000000001,0.0274008,0.3861975,1.4532486,0.2918427,0.1698104,0.20268670000000003,0.04107790000000001,0.0027494,0.0,85.0667
57,1.0,3.0,25.0,187.0,91.0,5.181818181818182,231334,0.0221108,0.0153296,0.0102376,0.053688200000000005,0.0622576,0.22237520000000002,0.6448748999999999,0.0758321,0.1356526,0.1045238,0.0222282,0.0,0.0,104.7778
16,1.0,4.0,24.0,178.0,68.0,5.6,190719,0.4174254,0.07870629999999999,0.023789099999999997,0.456057,0.004763400000000001,0.2005298,2.4944092,0.9160073999999999,1.0457531,0.7592486,0.12412859999999999,0.004763400000000001,0.0,97.8
75,1.0,4.0,29.0,179.0,67.0,7.454545454545454,5333408,0.494613,0.06635529999999999,0.0702575,0.8284626,0.0152709,0.28005990000000003,1.9234380000000002,0.8243424,0.6823337,0.3309629,0.0203612,0.0,0.0,91.7111
14,1.0,3.0,24.0,186.0,76.0,5.25,1705469,0.052099400000000004,0.024816800000000003,0.024816800000000003,0.1378946,0.08196940000000001,0.4012027,1.0041723,0.094997,0.13588560000000002,0.19627920000000001,0.028029900000000003,0.0,0.0,108.0222
43,1.0,2.0,24.0,179.0,68.0,6.1818181818181825,459148,0.20559149999999998,0.062928,0.0587385,0.4240161,0.0,0.15011999999999998,1.8812701,0.7280819999999999,0.8565900000000001,0.38415,0.03531,0.0,0.0,67.9444
24,1.0,2.0,21.0,185.0,76.0,5.7,238354,0.045134099999999996,0.006327,0.009462,0.1031886,0.10638,0.55848,1.6541779,0.23538989999999996,0.04323,0.18615,0.03324,0.0,0.0,90.2444
44,1.0,3.0,29.0,195.0,89.0,6.454545454545454,1443167,0.0594145,0.0336608,0.014418400000000001,0.09506320000000001,0.1568556,0.3053465,1.0878609,0.12478700000000001,0.1003764,0.2969818,0.0627469,0.0020970000000000003,0.004194000000000001,111.4111
4,1.0,4.0,29.0,175.0,73.0,5.75,3141100,0.44842139999999997,0.09277569999999999,0.0371067,0.5093928,0.0268992,0.1721362,2.0495442,0.5137398,0.769149,0.7906777,0.0591689,0.0,0.0053705,86.8222
1,1.0,3.0,25.0,171.0,67.0,5.090909090909091,453600,0.11558520000000001,0.03484,0.1001248,0.4919322,0.0246048,0.3008729,1.0802555999999999,0.4301014000000001,0.2062516,0.12111340000000001,0.0264921,0.0,0.0,123.1333
30,1.0,2.0,27.0,175.0,70.0,7.166666666666668,501782,0.19048859999999998,0.058624499999999996,0.058624499999999996,0.5442572999999999,0.00561,0.36471,2.1521822,0.8109588,0.43767,0.26934,0.02244,0.0,0.0,53.4667
61,1.0,4.0,23.0,180.0,70.0,6.615384615384616,8377022,0.5383854,0.0886766,0.036945599999999995,0.4642596,0.0048101,0.12048600000000001,1.7888012,0.7256466,0.674815,0.44341650000000005,0.0722916,0.0,0.0048101,96.8889
67,1.0,4.0,24.0,173.0,69.0,3.7777777777777777,30993,0.5184648,0.0891241,0.0272796,0.44551080000000004,0.004763400000000001,0.10437450000000001,1.4118722000000001,0.31876740000000003,0.740195,0.6785043000000001,0.10437450000000001,0.0,0.0,98.4222
79,1.0,2.0,30.0,178.0,67.0,5.9230769230769225,170960,0.07790069999999999,0.0190665,0.038133,0.35437979999999997,0.00804,0.30111,0.640971,0.2064063,0.07629000000000001,0.23687999999999998,0.04014,0.0,0.0,74.7222
